-5.886000425630877331e-02,-3.543460585707013388e-01,1.694394986617450138e+00,1.000000000000000000e+00
-2.462902255116022621e-01,1.466385060624299852e+00,8.882882295715205379e-01,1.000000000000000000e+00
1.305983353470331121e+00,1.092879696790666211e+00,-3.162616777308354110e-01,1.000000000000000000e+00
1.493413574725625192e+00,-7.278514224043339809e-01,4.898450793150942451e-01,1.000000000000000000e+00
2.462902255116022621e-01,-1.466385060624299852e+00,-8.882882295715205379e-01,1.000000000000000000e+00
-1.305983353470331121e+00,-1.092879696790666211e+00,3.162616777308354110e-01,1.000000000000000000e+00
-1.493413574725625192e+00,7.278514224043339809e-01,-4.898450793150942451e-01,1.000000000000000000e+00
5.886000425630877331e-02,3.543460585707013388e-01,-1.694394986617450138e+00,1.000000000000000000e+00
1.305983353470331121e+00,1.092879696790666211e+00,-3.162616777308354110e-01,1.000000000000000000e+00
1.493413574725625192e+00,-7.278514224043339809e-01,4.898450793150942451e-01,1.000000000000000000e+00
-5.886000425630877331e-02,-3.543460585707013388e-01,1.694394986617450138e+00,1.000000000000000000e+00
-1.305983353470331121e+00,-1.092879696790666211e+00,3.162616777308354110e-01,1.000000000000000000e+00
2.462902255116022621e-01,-1.466385060624299852e+00,-8.882882295715205379e-01,1.000000000000000000e+00
5.886000425630877331e-02,3.543460585707013388e-01,-1.694394986617450138e+00,1.000000000000000000e+00
-1.493413574725625192e+00,7.278514224043339809e-01,-4.898450793150942451e-01,1.000000000000000000e+00
-2.462902255116022621e-01,1.466385060624299852e+00,8.882882295715205379e-01,1.000000000000000000e+00
